Detention,,,,,,,,,,Demurrage,,,,,,,,,
Port Name,Port Code,Line,Export- Import,container type,Standard Free Days,Day Slabs,Charge,Currency,-,Port Name,Port Code,Line,Export- Import,Container type,Standard Free Days,Day Slabs,Charge,Currency,Agent
-,-,maersk,-,20,4,0-4,0,EUR,-,-,-,maersk,-,20,4,0-4,0,EUR,Priety
-,-,maersk,-,-,-,5/8,90,EUR,-,-,-,maersk,-,-,-,5/8,90,EUR,Priety
-,-,maersk,-,-,-,8>,100,EUR,-,-,-,maersk,-,-,-,8>,100,EUR,Priety
-,-,maersk,-,40,4,0-4,0,EUR,-,-,-,maersk,-,40,4,0-4,0,EUR,Priety
-,-,maersk,-,-,-,5/8,100,EUR,-,-,-,maersk,-,-,-,5/8,100,EUR,Priety
-,-,maersk,-,-,-,8>,150,EUR,-,-,-,maersk,-,-,-,8>,150,EUR,Priety
-,-,maersk,-,40HC,4,0-4,0,EUR,-,-,-,maersk,-,40HC,4,0-4,0,EUR,Priety
-,-,maersk,-,-,-,5/8,100,EUR,-,-,-,maersk,-,-,-,5/8,100,EUR,Priety
-,-,maersk,-,-,-,8>,150,EUR,-,-,-,maersk,-,-,-,8>,150,EUR,Priety
Bilbao,ESBIO,maersk,export,20,10,0-10,0,EUR,-,Bilbao,ESBIO,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,11/15,5,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,10,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,20,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,10,0-10,0,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,11/15,10,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,20,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,30,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,10,0-10,0,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,11/15,10,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,20,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,30,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,20,5,0-5,0,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,70,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,125,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,5,0-5,0,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,70,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,125,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,5,0-5,0,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,70,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,125,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
Bintulu,MYBTU,maersk,import,20,7,1/7,0,MYR,-,Bintulu,MYBTU,maersk,import,20,7,1/7,0,MYR,Priety
-,-,maersk,-,-,-,8/10,75,MYR,-,-,-,maersk,-,-,-,8/10,75,MYR,Priety
-,-,maersk,-,-,-,11/14,95,MYR,-,-,-,maersk,-,-,-,11/14,95,MYR,Priety
-,-,maersk,-,-,-,15-20,115,MYR,-,-,-,maersk,-,-,-,15-20,115,MYR,Priety
-,-,maersk,-,-,-,21+,145,MYR,-,-,-,maersk,-,-,-,21+,145,MYR,Priety
-,-,maersk,-,40,7,1/7,0,MYR,-,-,-,maersk,-,40,7,1/7,0,MYR,Priety
-,-,maersk,-,-,-,8/10,145,MYR,-,-,-,maersk,-,-,-,8/10,145,MYR,Priety
-,-,maersk,-,-,-,11/14,165,MYR,-,-,-,maersk,-,-,-,11/14,165,MYR,Priety
-,-,maersk,-,-,-,15-20,195,MYR,-,-,-,maersk,-,-,-,15-20,195,MYR,Priety
-,-,maersk,-,-,-,21+,225,MYR,-,-,-,maersk,-,-,-,21+,225,MYR,Priety
-,-,maersk,-,40HC,7,1/7,0,MYR,-,-,-,maersk,-,40HC,7,1/7,0,MYR,Priety
-,-,maersk,-,-,-,8/10,145,MYR,-,-,-,maersk,-,-,-,8/10,145,MYR,Priety
-,-,maersk,-,-,-,11/14,165,MYR,-,-,-,maersk,-,-,-,11/14,165,MYR,Priety
-,-,maersk,-,-,-,15-20,195,MYR,-,-,-,maersk,-,-,-,15-20,195,MYR,Priety
-,-,maersk,-,-,-,21+,225,MYR,-,-,-,maersk,-,-,-,21+,225,MYR,Priety
-,-,maersk,-,20,4,1-4,0,MYR,-,-,-,maersk,-,20,4,1/4,0,MYR,Priety
-,-,maersk,-,-,-,5/14,223,MYR,-,-,-,maersk,-,-,-,5/14,223,MYR,Priety
-,-,maersk,-,-,-,15-20,335,MYR,-,-,-,maersk,-,-,-,15-20,335,MYR,Priety
-,-,maersk,-,-,-,21+,405,MYR,-,-,-,maersk,-,-,-,21+,405,MYR,Priety
-,-,maersk,-,40,4,1-4,0,MYR,-,-,-,maersk,-,40,4,1/4,0,MYR,Priety
-,-,maersk,-,-,-,5/14,413,MYR,-,-,-,maersk,-,-,-,5/14,413,MYR,Priety
-,-,maersk,-,-,-,15-20,620,MYR,-,-,-,maersk,-,-,-,15-20,620,MYR,Priety
-,-,maersk,-,-,-,21+,815,MYR,-,-,-,maersk,-,-,-,21+,815,MYR,Priety
-,-,maersk,-,40HC,4,1-4,0,MYR,-,-,-,maersk,-,40HC,4,1/4,0,MYR,Priety
-,-,maersk,-,-,-,5/14,413,MYR,-,-,-,maersk,-,-,-,5/14,413,MYR,Priety
-,-,maersk,-,-,-,15-20,620,MYR,-,-,-,maersk,-,-,-,15-20,620,MYR,Priety
-,-,maersk,-,-,-,21+,815,MYR,-,-,-,maersk,-,-,-,21+,815,MYR,Priety
Bintulu,MYBTU,maersk,export,20,8,1/8,0,MYR,-,Bintulu,MYBTU,maersk,export,20,8,1/8,0,MYR,Priety
-,-,maersk,-,-,-,9/10,42,MYR,-,-,-,maersk,-,-,-,9/10,42,MYR,Priety
-,-,maersk,-,-,-,11+,85,MYR,-,-,-,maersk,-,-,-,11+,85,MYR,Priety
-,-,maersk,-,40,8,1/8,0,MYR,-,-,-,maersk,-,40,8,1/8,0,MYR,Priety
-,-,maersk,-,-,-,9/10,85,MYR,-,-,-,maersk,-,-,-,9/10,85,MYR,Priety
-,-,maersk,-,-,-,11+,127,MYR,-,-,-,maersk,-,-,-,11+,127,MYR,Priety
-,-,maersk,-,40HC,8,1/8,0,MYR,-,-,-,maersk,-,40HC,8,1/8,0,MYR,Priety
-,-,maersk,-,-,-,9/10,85,MYR,-,-,-,maersk,-,-,-,9/10,85,MYR,Priety
-,-,maersk,-,-,-,11+,127,MYR,-,-,-,maersk,-,-,-,11+,127,MYR,Priety
-,-,maersk,-,20,8,1/8,0,MYR,-,-,-,maersk,-,20,8,1/8,0,MYR,Priety
-,-,maersk,-,-,-,9/10,159,MYR,-,-,-,maersk,-,-,-,9/10,159,MYR,Priety
-,-,maersk,-,-,-,11+,212,MYR,-,-,-,maersk,-,-,-,11+,212,MYR,Priety
-,-,maersk,-,40,8,1/8,0,MYR,-,-,-,maersk,-,40,8,1/8,0,MYR,Priety
-,-,maersk,-,-,-,9/10,318,MYR,-,-,-,maersk,-,-,-,9/10,318,MYR,Priety
-,-,maersk,-,-,-,11+,371,MYR,-,-,-,maersk,-,-,-,11+,371,MYR,Priety
-,-,maersk,-,40HC,8,1/8,0,MYR,-,-,-,maersk,-,40HC,8,1/8,0,MYR,Priety
-,-,maersk,-,-,-,9/10,318,MYR,-,-,-,maersk,-,-,-,9/10,318,MYR,Priety
-,-,maersk,-,-,-,11+,371,MYR,-,-,-,maersk,-,-,-,11+,371,MYR,Priety
Bremen,DEBRE,maersk,import,20,3,1/3,0,EUR,-,Bremen,DEBRE,maersk,import,20,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,4/10,45,EUR,-,-,-,maersk,-,-,-,4/10,60,EUR,Priety
-,-,maersk,-,-,-,11/17,70,EUR,-,-,-,maersk,-,-,-,11/17,75,EUR,Priety
-,-,maersk,-,-,-,18+,90,EUR,-,-,-,maersk,-,-,-,18+,140,EUR,Priety
-,-,maersk,-,40,3,1/3,0,EUR,-,-,-,maersk,-,40,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,4/10,60,EUR,-,-,-,maersk,-,-,-,4/10,60,EUR,Priety
-,-,maersk,-,-,-,11/17,90,EUR,-,-,-,maersk,-,-,-,11/17,75,EUR,Priety
-,-,maersk,-,-,-,18+,120,EUR,-,-,-,maersk,-,-,-,18+,140,EUR,Priety
-,-,maersk,-,40HC,3,1/3,0,EUR,-,-,-,maersk,-,40HC,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,4/10,60,EUR,-,-,-,maersk,-,-,-,4/10,60,EUR,Priety
-,-,maersk,-,-,-,11/17,90,EUR,-,-,-,maersk,-,-,-,11/17,75,EUR,Priety
-,-,maersk,-,-,-,18+,120,EUR,-,-,-,maersk,-,-,-,18+,140,EUR,Priety
-,-,maersk,-,20,3,1/3,0,EUR,-,-,-,maersk,-,20,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,4/10,100,EUR,-,-,-,maersk,-,-,-,4/17,150,EUR,Priety
-,-,maersk,-,-,-,11/17,120,EUR,-,-,-,maersk,-,-,-,18+,230,EUR,Priety
-,-,maersk,-,-,-,18+,140,EUR,-,-,-,maersk,-,40,3,1/3,0,EUR,Priety
-,-,maersk,-,40,3,1/3,0,EUR,-,-,-,maersk,-,-,-,4/17,180,EUR,Priety
-,-,maersk,-,-,-,4/10,120,EUR,-,-,-,maersk,-,-,-,18+,280,EUR,Priety
-,-,maersk,-,-,-,11/17,140,EUR,-,-,-,maersk,-,40HC,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,18+,160,EUR,-,-,-,maersk,-,-,-,4/17,180,EUR,Priety
-,-,maersk,-,40HC,3,1/3,0,EUR,-,-,-,maersk,-,-,-,18+,280,EUR,Priety
-,-,maersk,-,-,-,4/10,120,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,11/17,140,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,18+,160,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
Bremen,DEBRE,maersk,export,20,5,1/5,0,EUR,-,Bremen,DEBRE,maersk,export,20,7,1/7,0,EUR,Priety
-,-,maersk,-,-,-,6/10,45,EUR,-,-,-,maersk,-,-,-,8/12,60,EUR,Priety
-,-,maersk,-,-,-,11/17,70,EUR,-,-,-,maersk,-,-,-,13 - 19,80,EUR,Priety
-,-,maersk,-,-,-,18+,90,EUR,-,-,-,maersk,-,-,-,20+,120,EUR,Priety
-,-,maersk,-,40,5,1/5,0,EUR,-,-,-,maersk,-,40,7,1/7,0,EUR,Priety
-,-,maersk,-,-,-,6/10,60,EUR,-,-,-,maersk,-,-,-,8/12,80,EUR,Priety
-,-,maersk,-,-,-,11/17,90,EUR,-,-,-,maersk,-,-,-,13 - 19,120,EUR,Priety
-,-,maersk,-,-,-,18+,120,EUR,-,-,-,maersk,-,-,-,20+,180,EUR,Priety
-,-,maersk,-,40HC,5,1/5,0,EUR,-,-,-,maersk,-,40HC,7,1/7,0,EUR,Priety
-,-,maersk,-,-,-,6/10,60,EUR,-,-,-,maersk,-,-,-,8/12,80,EUR,Priety
-,-,maersk,-,-,-,11/17,90,EUR,-,-,-,maersk,-,-,-,13 - 19,120,EUR,Priety
-,-,maersk,-,-,-,18+,120,EUR,-,-,-,maersk,-,-,-,20+,180,EUR,Priety
-,-,maersk,-,20,-,1/5,0,EUR,-,-,-,maersk,-,20,5,1/5,0,EUR,Priety
-,-,maersk,-,-,-,6/10,100,EUR,-,-,-,maersk,-,-,-,6/12,130,EUR,Priety
-,-,maersk,-,-,-,11/17,120,EUR,-,-,-,maersk,-,-,-,13 - 19,160,EUR,Priety
-,-,maersk,-,-,-,18+,140,EUR,-,-,-,maersk,-,-,-,20+,200,EUR,Priety
-,-,maersk,-,40,-,1/5,0,EUR,-,-,-,maersk,-,40,5,1/5,0,EUR,Priety
-,-,maersk,-,-,-,6/10,120,EUR,-,-,-,maersk,-,-,-,6/12,150,EUR,Priety
-,-,maersk,-,-,-,11/17,140,EUR,-,-,-,maersk,-,-,-,13 - 19,190,EUR,Priety
-,-,maersk,-,-,-,18+,160,EUR,-,-,-,maersk,-,-,-,20+,250,EUR,Priety
-,-,maersk,-,40HC,-,1/5,0,EUR,-,-,-,maersk,-,40HC,5,1/5,0,EUR,Priety
-,-,maersk,-,-,-,6/10,120,EUR,-,-,-,maersk,-,-,-,6/12,150,EUR,Priety
-,-,maersk,-,-,-,11/17,140,EUR,-,-,-,maersk,-,-,-,13 - 19,190,EUR,Priety
-,-,maersk,-,-,-,18+,160,EUR,-,-,-,maersk,-,-,-,20+,250,EUR,Priety
Bremerhaven,DEBRV,maersk,import,20,3,1/3,0,EUR,-,Bremerhaven,DEBRV,maersk,import,20,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,4/10,45,EUR,-,-,-,maersk,-,-,-,4/10,60,EUR,Priety
-,-,maersk,-,-,-,11/17,70,EUR,-,-,-,maersk,-,-,-,11/17,75,EUR,Priety
-,-,maersk,-,-,-,18+,90,EUR,-,-,-,maersk,-,-,-,18+,140,EUR,Priety
-,-,maersk,-,40,3,1/3,0,EUR,-,-,-,maersk,-,40,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,4/10,60,EUR,-,-,-,maersk,-,-,-,4/10,60,EUR,Priety
-,-,maersk,-,-,-,11/17,90,EUR,-,-,-,maersk,-,-,-,11/17,75,EUR,Priety
-,-,maersk,-,-,-,18+,120,EUR,-,-,-,maersk,-,-,-,18+,140,EUR,Priety
-,-,maersk,-,40HC,3,1/3,0,EUR,-,-,-,maersk,-,40HC,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,4/10,60,EUR,-,-,-,maersk,-,-,-,4/10,60,EUR,Priety
-,-,maersk,-,-,-,11/17,90,EUR,-,-,-,maersk,-,-,-,11/17,75,EUR,Priety
-,-,maersk,-,-,-,18+,120,EUR,-,-,-,maersk,-,-,-,18+,140,EUR,Priety
-,-,maersk,-,20,3,1/3,0,EUR,-,-,-,maersk,-,20,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,4/10,100,EUR,-,-,-,maersk,-,-,-,4/17,150,EUR,Priety
-,-,maersk,-,-,-,11/17,120,EUR,-,-,-,maersk,-,-,-,18+,230,EUR,Priety
-,-,maersk,-,-,-,18+,140,EUR,-,-,-,maersk,-,40,3,1/3,0,EUR,Priety
-,-,maersk,-,40,3,1/3,0,EUR,-,-,-,maersk,-,-,-,4/17,180,EUR,Priety
-,-,maersk,-,-,-,4/10,120,EUR,-,-,-,maersk,-,-,-,18+,280,EUR,Priety
-,-,maersk,-,-,-,11/17,140,EUR,-,-,-,maersk,-,40HC,3,1/3,0,EUR,Priety
-,-,maersk,-,-,-,18+,160,EUR,-,-,-,maersk,-,-,-,4/17,180,EUR,Priety
-,-,maersk,-,40HC,3,1/3,0,EUR,-,-,-,maersk,-,-,-,18+,280,EUR,Priety
-,-,maersk,-,-,-,4/10,120,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,11/17,140,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,18+,160,EUR,-,-,-,maersk,-,-,-,-,-,-,Priety
Bremerhaven,DEBRV,maersk,export,20,5,1/5,0,EUR,-,Bremerhaven,DEBRV,maersk,export,20,7,1/7,0,EUR,Priety
-,-,maersk,-,-,-,6/10,45,EUR,-,-,-,maersk,-,-,-,8/12,60,EUR,Priety
-,-,maersk,-,-,-,11/17,70,EUR,-,-,-,maersk,-,-,-,13 - 19,80,EUR,Priety
-,-,maersk,-,-,-,18+,90,EUR,-,-,-,maersk,-,-,-,20+,120,EUR,Priety
-,-,maersk,-,40,5,1/5,0,EUR,-,-,-,maersk,-,40,7,1/7,0,EUR,Priety
-,-,maersk,-,-,-,6/10,60,EUR,-,-,-,maersk,-,-,-,8/12,80,EUR,Priety
-,-,maersk,-,-,-,11/17,90,EUR,-,-,-,maersk,-,-,-,13 - 19,120,EUR,Priety
-,-,maersk,-,-,-,18+,120,EUR,-,-,-,maersk,-,-,-,20+,180,EUR,Priety
-,-,maersk,-,40HC,5,1/5,0,EUR,-,-,-,maersk,-,40HC,7,1/7,0,EUR,Priety
-,-,maersk,-,-,-,6/10,60,EUR,-,-,-,maersk,-,-,-,8/12,80,EUR,Priety
-,-,maersk,-,-,-,11/17,90,EUR,-,-,-,maersk,-,-,-,13 - 19,120,EUR,Priety
-,-,maersk,-,-,-,18+,120,EUR,-,-,-,maersk,-,-,-,20+,180,EUR,Priety
-,-,maersk,-,20,-,1/5,0,EUR,-,-,-,maersk,-,20,5,1/5,0,EUR,Priety
-,-,maersk,-,-,-,6/10,100,EUR,-,-,-,maersk,-,-,-,6/12,130,EUR,Priety
-,-,maersk,-,-,-,11/17,120,EUR,-,-,-,maersk,-,-,-,13 - 19,160,EUR,Priety
-,-,maersk,-,-,-,18+,140,EUR,-,-,-,maersk,-,-,-,20+,200,EUR,Priety
-,-,maersk,-,40,-,1/5,0,EUR,-,-,-,maersk,-,40,5,1/5,0,EUR,Priety
-,-,maersk,-,-,-,6/10,120,EUR,-,-,-,maersk,-,-,-,6/12,150,EUR,Priety
-,-,maersk,-,-,-,11/17,140,EUR,-,-,-,maersk,-,-,-,13 - 19,190,EUR,Priety
-,-,maersk,-,-,-,18+,160,EUR,-,-,-,maersk,-,-,-,20+,250,EUR,Priety
-,-,maersk,-,40HC,-,1/5,0,EUR,-,-,-,maersk,-,40HC,5,1/5,0,EUR,Priety
-,-,maersk,-,-,-,6/10,120,EUR,-,-,-,maersk,-,-,-,6/12,150,EUR,Priety
-,-,maersk,-,-,-,11/17,140,EUR,-,-,-,maersk,-,-,-,13 - 19,190,EUR,Priety
-,-,maersk,-,-,-,18+,160,EUR,-,-,-,maersk,-,-,-,20+,250,EUR,Priety
Adelaide,AUADL,maersk,import,20,8,1/8,0,AUD,-,Adelaide,AUADL,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,80,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,120,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,160,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,240,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,160,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,240,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,20,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,130,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,220,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,260,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,440,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,260,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,440,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
Adelaide,AUADL,maersk,Export,20,12,1/12,0,AUD,-,Adelaide,AUADL,maersk,Export,20,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13>,75,AUD,-,-,-,maersk,-,-,-,13>,75,AUD,Priety
-,-,maersk,-,40,12,1/12,0,AUD,-,-,-,maersk,-,40,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13>,125,AUD,-,-,-,maersk,-,-,-,13>,125,AUD,Priety
-,-,maersk,-,40HC,12,1/12,0,AUD,-,-,-,maersk,-,40HC,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13>,125,AUD,-,-,-,maersk,-,-,-,13>,125,AUD,Priety
-,-,maersk,-,20,12,1/12,0,AUD,-,-,-,maersk,-,20,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13>,95,AUD,-,-,-,maersk,-,-,-,13>,95,AUD,Priety
-,-,maersk,-,40,12,1/12,0,AUD,-,-,-,maersk,-,40,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13>,165,AUD,-,-,-,maersk,-,-,-,13>,165,AUD,Priety
-,-,maersk,-,40HC,12,1/12,0,AUD,-,-,-,maersk,-,40HC,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13>,165,AUD,-,-,-,maersk,-,-,-,13>,165,AUD,Priety
Yemen,YEADE,maersk,Import,20,15,1/15,0,USD,-,Yemen,YEADE,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,5,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,10,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,15,1/15,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,10,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,15,1/15,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,10,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,20,3,1/3,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,40,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,3,1/3,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,40,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,3,1/3,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,40,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
Yemen,YEADE,maersk,Import,20,15,1/15,0,USD,Yemen,Yemen,YEADE,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,5,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,10,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,15,1/15,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,10,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,15,1/15,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,16-20,10,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21>,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,20,3,1/3,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,40,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,3,1/3,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,40,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,3,1/3,0,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,6/8,20,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9>,40,USD,-,-,-,maersk,-,-,-,-,-,-,Priety
Adelaide,AUADL,maersk,import,20,8,1/8,0,AUD,-,Adelaide,AUADL,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,80,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21+,120,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,160,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21+,240,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,160,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21+,240,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,20,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,130,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21+,220,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,260,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21+,440,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,40HC,8,1/8,0,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,9/20,260,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
-,-,maersk,-,-,-,21+,440,AUD,-,-,-,maersk,-,-,-,-,-,-,Priety
Adelaide,AUADL,maersk,Export,20,12,1/12,0,AUD,-,Adelaide,AUADL,maersk,Export,20,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13+,75,AUD,-,-,-,maersk,-,-,-,13>,75,AUD,Priety
-,-,maersk,-,40,12,1/12,0,AUD,-,-,-,maersk,-,40,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13+,125,AUD,-,-,-,maersk,-,-,-,13>,125,AUD,Priety
-,-,maersk,-,40HC,12,1/12,0,AUD,-,-,-,maersk,-,40HC,12,1/12,0,AUD,Priety
-,-,maersk,-,-,-,13+,125,AUD,-,-,-,maersk,-,-,-,13>,125,AUD,Priety
